Id2,Id,Estimate; Total:,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan",Estimate; Housing units without a mortgage
12099007831,1400000US12099007831,1253,766,216,0,216,0,550,487
12099007831,1400000US12099007831,1150,749,216,0,216,0,533,401
12099007831,1400000US12099007831,1150,749,216,0,216,0,533,401
12099007831,1400000US12099007831,1079,678,191,0,191,0,487,401
12099007831,1400000US12099007831,1079,678,191,0,191,0,487,401
12099007832,1400000US12099007832,796,353,87,15,72,0,266,443
12099007832,1400000US12099007832,752,325,59,15,44,0,266,427
12099007832,1400000US12099007832,752,325,59,15,44,0,266,427
12099007832,1400000US12099007832,715,305,59,15,44,0,246,410
12099007832,1400000US12099007832,715,305,59,15,44,0,246,410
12099007833,1400000US12099007833,741,401,55,0,55,0,346,340
12099007833,1400000US12099007833,660,320,55,0,55,0,265,340
12099007833,1400000US12099007833,660,320,55,0,55,0,265,340
12099007833,1400000US12099007833,577,237,55,0,55,0,182,340
12099007833,1400000US12099007833,577,237,55,0,55,0,182,340
12099007834,1400000US12099007834,815,326,132,0,132,0,194,489
12099007834,1400000US12099007834,815,326,132,0,132,0,194,489
12099007834,1400000US12099007834,815,326,132,0,132,0,194,489
12099007834,1400000US12099007834,815,326,132,0,132,0,194,489
12099007834,1400000US12099007834,815,326,132,0,132,0,194,489
12099007835,1400000US12099007835,1037,562,261,14,247,0,301,475
12099007835,1400000US12099007835,1001,535,261,14,247,0,274,466
12099007835,1400000US12099007835,1001,535,261,14,247,0,274,466
12099007835,1400000US12099007835,926,460,211,14,197,0,249,466
12099007835,1400000US12099007835,926,460,211,14,197,0,249,466
12099007836,1400000US12099007836,1918,1319,295,16,279,11,1013,599
12099007836,1400000US12099007836,1677,1133,283,16,267,11,839,544
12099007836,1400000US12099007836,1687,1133,283,16,267,11,839,554
12099007836,1400000US12099007836,1534,990,240,16,224,11,739,544
12099007836,1400000US12099007836,1544,990,240,16,224,11,739,554
12099007837,1400000US12099007837,1873,1188,272,74,198,0,916,685
12099007837,1400000US12099007837,1528,957,210,60,150,0,747,571
12099007837,1400000US12099007837,1548,977,210,60,150,0,767,571
12099007837,1400000US12099007837,1401,848,162,60,102,0,686,553
12099007837,1400000US12099007837,1421,868,162,60,102,0,706,553
12099007838,1400000US12099007838,1927,1573,505,101,404,22,1046,354
12099007838,1400000US12099007838,1548,1251,435,101,334,22,794,297
12099007838,1400000US12099007838,1558,1261,435,101,334,22,804,297
12099007838,1400000US12099007838,252,208,24,0,24,0,184,44
12099007838,1400000US12099007838,252,208,24,0,24,0,184,44
12099007838,1400000US12099007838,261,252,96,8,88,0,156,9
12099007838,1400000US12099007838,1321,1033,373,93,280,22,638,288
12099007838,1400000US12099007838,1331,1043,373,93,280,22,648,288
12099007838,1400000US12099007838,252,208,24,0,24,0,184,44
12099007838,1400000US12099007838,252,208,24,0,24,0,184,44
12099007838,1400000US12099007838,227,218,62,8,54,0,156,9
12099007838,1400000US12099007838,227,218,62,8,54,0,156,9
12099007838,1400000US12099007838,192,192,46,38,8,11,135,0
12099007838,1400000US12099007838,316,255,68,0,68,11,176,61
12099007839,1400000US12099007839,1892,1623,553,10,543,0,1070,269
12099007839,1400000US12099007839,1453,1215,385,0,385,0,830,238
12099007839,1400000US12099007839,1507,1269,422,10,412,0,847,238
12099007839,1400000US12099007839,362,344,133,0,133,0,211,18
12099007839,1400000US12099007839,1204,966,352,0,352,0,614,238
12099007839,1400000US12099007839,1258,1020,389,10,379,0,631,238
12099007839,1400000US12099007839,362,344,133,0,133,0,211,18
12099007839,1400000US12099007839,326,270,75,0,75,0,195,56
12099007839,1400000US12099007839,265,203,34,0,34,0,169,62
12099007908,1400000US12099007908,2466,2210,827,179,648,19,1364,256
12099007908,1400000US12099007908,2023,1783,682,113,569,19,1082,240
12099007908,1400000US12099007908,2045,1805,695,113,582,19,1091,240
12099007908,1400000US12099007908,241,238,64,13,51,0,174,3
12099007908,1400000US12099007908,1882,1642,631,100,531,19,992,240
12099007908,1400000US12099007908,1891,1651,631,100,531,19,1001,240
12099007908,1400000US12099007908,538,452,168,36,132,0,284,86
12099007908,1400000US12099007908,458,428,182,25,157,19,227,30
12099007908,1400000US12099007908,334,281,92,0,92,19,170,53
12099007909,1400000US12099007909,1320,711,207,15,192,14,490,609
12099007909,1400000US12099007909,1255,646,189,15,174,14,443,609
12099007909,1400000US12099007909,1255,646,189,15,174,14,443,609
12099007909,1400000US12099007909,1255,646,189,15,174,14,443,609
12099007909,1400000US12099007909,1255,646,189,15,174,14,443,609
12099007910,1400000US12099007910,2354,1925,555,7,548,82,1288,429
12099007910,1400000US12099007910,1767,1534,424,7,417,54,1056,233
12099007910,1400000US12099007910,1774,1541,424,7,417,54,1063,233
12099007910,1400000US12099007910,449,302,131,0,131,28,143,147
12099007910,1400000US12099007910,467,320,131,0,131,28,161,147
12099007910,1400000US12099007910,308,294,99,0,99,27,168,14
12099007910,1400000US12099007910,1477,1258,336,7,329,27,895,219
12099007910,1400000US12099007910,1477,1258,336,7,329,27,895,219
12099007910,1400000US12099007910,438,291,120,0,120,28,143,147
12099007910,1400000US12099007910,456,309,120,0,120,28,161,147
12099007910,1400000US12099007910,290,276,88,0,88,27,161,14
12099007910,1400000US12099007910,297,283,88,0,88,27,168,14
12099007910,1400000US12099007910,450,360,52,0,52,0,308,90
12099007910,1400000US12099007910,367,297,87,7,80,0,210,70
12099007912,1400000US12099007912,2236,2077,844,217,627,28,1205,159
12099007912,1400000US12099007912,1788,1660,634,117,517,28,998,128
12099007912,1400000US12099007912,1788,1660,634,117,517,28,998,128
12099007912,1400000US12099007912,376,356,188,87,101,0,168,20
12099007912,1400000US12099007912,376,356,188,87,101,0,168,20
12099007912,1400000US12099007912,1641,1513,577,101,476,28,908,128
12099007912,1400000US12099007912,1641,1513,577,101,476,28,908,128
12099007912,1400000US12099007912,361,341,173,87,86,0,168,20
12099007912,1400000US12099007912,361,341,173,87,86,0,168,20
12099007912,1400000US12099007912,307,297,106,8,98,0,191,10
12099007912,1400000US12099007912,403,372,229,29,200,13,130,31
12099007912,1400000US12099007912,318,318,78,8,70,0,240,0
12099007912,1400000US12099007912,172,172,51,0,51,15,106,0
12099008001,1400000US12099008001,328,169,2,0,2,0,167,159
12099008001,1400000US12099008001,162,103,0,0,0,0,103,59
12099008001,1400000US12099008001,170,111,0,0,0,0,111,59
12099008001,1400000US12099008001,149,49,0,0,0,0,49,100
12099008001,1400000US12099008001,149,49,0,0,0,0,49,100
12099008001,1400000US12099008001,136,86,2,0,2,0,84,50
12099008001,1400000US12099008001,105,65,2,0,2,0,63,40
12099008001,1400000US12099008001,149,49,0,0,0,0,49,100
12099008001,1400000US12099008001,149,49,0,0,0,0,49,100
12099008001,1400000US12099008001,127,77,0,0,0,0,77,50
12099008002,1400000US12099008002,830,402,32,7,25,0,370,428
12099008002,1400000US12099008002,255,89,25,0,25,0,64,166
12099008002,1400000US12099008002,255,89,25,0,25,0,64,166
12099008002,1400000US12099008002,546,313,7,7,0,0,306,233
12099008002,1400000US12099008002,546,313,7,7,0,0,306,233
12099008002,1400000US12099008002,546,313,7,7,0,0,306,233
12099008002,1400000US12099008002,546,313,7,7,0,0,306,233
12099008101,1400000US12099008101,1067,544,103,8,95,0,441,523
12099008101,1400000US12099008101,699,337,59,8,51,0,278,362
12099008101,1400000US12099008101,721,350,59,8,51,0,291,371
12099008101,1400000US12099008101,317,185,44,0,44,0,141,132
12099008101,1400000US12099008101,326,185,44,0,44,0,141,141
12099008101,1400000US12099008101,329,208,12,0,12,0,196,121
12099008101,1400000US12099008101,136,73,0,0,0,0,73,63
12099008101,1400000US12099008101,156,110,12,0,12,0,98,46
12099008101,1400000US12099008101,440,170,47,8,39,0,123,270
12099008101,1400000US12099008101,440,170,47,8,39,0,123,270
12099008101,1400000US12099008101,298,166,44,0,44,0,122,132
12099008101,1400000US12099008101,298,166,44,0,44,0,122,132
12099008101,1400000US12099008101,259,167,12,0,12,0,155,92
12099008101,1400000US12099008101,281,180,12,0,12,0,168,101
12099008102,1400000US12099008102,0,0,0,0,0,0,0,0
12099008102,1400000US12099008102,0,0,0,0,0,0,0,0
12099008102,1400000US12099008102,0,0,0,0,0,0,0,0
12099008102,1400000US12099008102,0,0,0,0,0,0,0,0
12099008102,1400000US12099008102,0,0,0,0,0,0,0,0
12099008102,1400000US12099008102,0,0,0,0,0,0,0,0
12099008102,1400000US12099008102,0,0,0,0,0,0,0,0
12099008201,1400000US12099008201,264,156,21,10,11,0,135,108
12099008201,1400000US12099008201,190,135,0,0,0,0,135,55
12099008201,1400000US12099008201,190,135,0,0,0,0,135,55
12099008201,1400000US12099008201,190,135,0,0,0,0,135,55
12099008201,1400000US12099008201,190,135,0,0,0,0,135,55
12099008202,1400000US12099008202,335,122,8,8,0,0,114,213
12099008202,1400000US12099008202,298,122,8,8,0,0,114,176
12099008202,1400000US12099008202,298,122,8,8,0,0,114,176
12099008202,1400000US12099008202,298,122,8,8,0,0,114,176
12099008202,1400000US12099008202,298,122,8,8,0,0,114,176
12099008203,1400000US12099008203,824,458,66,37,29,0,392,366
12099008203,1400000US12099008203,346,167,52,23,29,0,115,179
12099008203,1400000US12099008203,346,167,52,23,29,0,115,179
12099008203,1400000US12099008203,436,291,14,14,0,0,277,145
12099008203,1400000US12099008203,436,291,14,14,0,0,277,145
12099008203,1400000US12099008203,176,81,29,0,29,0,52,95
12099008203,1400000US12099008203,62,7,0,0,0,0,7,55
12099008203,1400000US12099008203,212,86,23,23,0,0,63,126
12099008203,1400000US12099008203,212,86,23,23,0,0,63,126
12099008203,1400000US12099008203,436,291,14,14,0,0,277,145
12099008203,1400000US12099008203,436,291,14,14,0,0,277,145
12099008203,1400000US12099008203,134,81,29,0,29,0,52,53
12099008203,1400000US12099008203,134,81,29,0,29,0,52,53
12099008301,1400000US12099008301,12,0,0,0,0,0,0,12
12099008301,1400000US12099008301,0,0,0,0,0,0,0,0
12099008301,1400000US12099008301,0,0,0,0,0,0,0,0
12099008301,1400000US12099008301,0,0,0,0,0,0,0,0
12099008301,1400000US12099008301,0,0,0,0,0,0,0,0
12099008302,1400000US12099008302,578,220,25,12,13,0,195,358
12099008302,1400000US12099008302,162,48,17,12,5,0,31,114
12099008302,1400000US12099008302,162,48,17,12,5,0,31,114
12099008302,1400000US12099008302,349,135,8,0,8,0,127,214
12099008302,1400000US12099008302,349,135,8,0,8,0,127,214
12099008302,1400000US12099008302,180,62,5,0,5,0,57,118
12099008302,1400000US12099008302,148,54,5,0,5,0,49,94
12099008302,1400000US12099008302,57,31,12,12,0,0,19,26
12099008302,1400000US12099008302,57,31,12,12,0,0,19,26
12099008302,1400000US12099008302,341,127,8,0,8,0,119,214
12099008302,1400000US12099008302,341,127,8,0,8,0,119,214
12099008302,1400000US12099008302,105,17,5,0,5,0,12,88
12099008302,1400000US12099008302,105,17,5,0,5,0,12,88
12101030101,1400000US12101030101,691,558,176,77,99,0,382,133
12101030101,1400000US12101030101,691,558,176,77,99,0,382,133
12101030101,1400000US12101030101,691,558,176,77,99,0,382,133
12101030101,1400000US12101030101,691,558,176,77,99,0,382,133
12101030101,1400000US12101030101,691,558,176,77,99,0,382,133
12101030102,1400000US12101030102,889,451,158,100,58,0,293,438
12101030102,1400000US12101030102,871,451,158,100,58,0,293,420
12101030102,1400000US12101030102,889,451,158,100,58,0,293,438
12101030102,1400000US12101030102,830,410,117,81,36,0,293,420
12101030102,1400000US12101030102,848,410,117,81,36,0,293,438
12101030202,1400000US12101030202,1314,622,69,9,60,0,553,692
12101030202,1400000US12101030202,1295,622,69,9,60,0,553,673
12101030202,1400000US12101030202,1295,622,69,9,60,0,553,673
12101030202,1400000US12101030202,1198,574,69,9,60,0,505,624
12101030202,1400000US12101030202,1198,574,69,9,60,0,505,624
12101030202,1400000US12101030202,359,192,13,0,13,0,179,167
12101030203,1400000US12101030203,944,136,0,0,0,0,136,808
12101030203,1400000US12101030203,944,136,0,0,0,0,136,808
12101030203,1400000US12101030203,944,136,0,0,0,0,136,808
12101030203,1400000US12101030203,932,136,0,0,0,0,136,796
12101030203,1400000US12101030203,932,136,0,0,0,0,136,796
12101030204,1400000US12101030204,277,208,62,39,23,0,146,69
12101030204,1400000US12101030204,277,208,62,39,23,0,146,69
12101030204,1400000US12101030204,277,208,62,39,23,0,146,69
12101030204,1400000US12101030204,277,208,62,39,23,0,146,69
12101030204,1400000US12101030204,277,208,62,39,23,0,146,69
12101030205,1400000US12101030205,898,467,230,48,182,0,237,431
12101030205,1400000US12101030205,880,467,230,48,182,0,237,413
12101030205,1400000US12101030205,898,467,230,48,182,0,237,431
12101030205,1400000US12101030205,846,433,230,48,182,0,203,413
12101030205,1400000US12101030205,864,433,230,48,182,0,203,431
12101030301,1400000US12101030301,631,397,177,38,139,0,220,234
12101030301,1400000US12101030301,607,397,177,38,139,0,220,210
12101030301,1400000US12101030301,607,397,177,38,139,0,220,210
12101030301,1400000US12101030301,607,397,177,38,139,0,220,210
12101030301,1400000US12101030301,607,397,177,38,139,0,220,210
12101030302,1400000US12101030302,780,392,65,0,65,0,327,388
12101030302,1400000US12101030302,764,376,65,0,65,0,311,388
12101030302,1400000US12101030302,764,376,65,0,65,0,311,388
12101030302,1400000US12101030302,764,376,65,0,65,0,311,388
12101030302,1400000US12101030302,764,376,65,0,65,0,311,388
12101030303,1400000US12101030303,1306,706,259,37,222,11,436,600
12101030303,1400000US12101030303,1306,706,259,37,222,11,436,600
12101030303,1400000US12101030303,1306,706,259,37,222,11,436,600
12101030303,1400000US12101030303,1279,679,232,26,206,11,436,600
12101030303,1400000US12101030303,1279,679,232,26,206,11,436,600
12101030404,1400000US12101030404,1031,665,191,9,182,0,474,366
12101030404,1400000US12101030404,1000,640,191,9,182,0,449,360
12101030404,1400000US12101030404,1000,640,191,9,182,0,449,360
12101030404,1400000US12101030404,917,557,191,9,182,0,366,360
12101030404,1400000US12101030404,917,557,191,9,182,0,366,360
12101030405,1400000US12101030405,748,366,123,21,102,0,243,382
12101030405,1400000US12101030405,707,325,123,21,102,0,202,382
12101030405,1400000US12101030405,714,332,123,21,102,0,209,382
12101030405,1400000US12101030405,673,291,123,21,102,0,168,382
12101030405,1400000US12101030405,680,298,123,21,102,0,175,382
12101030406,1400000US12101030406,897,344,63,17,46,0,281,553
12101030406,1400000US12101030406,860,307,54,17,37,0,253,553
12101030406,1400000US12101030406,860,307,54,17,37,0,253,553
12101030406,1400000US12101030406,830,307,54,17,37,0,253,523
12101030406,1400000US12101030406,830,307,54,17,37,0,253,523
12101030407,1400000US12101030407,865,623,122,16,106,0,501,242
12101030407,1400000US12101030407,851,609,122,16,106,0,487,242
12101030407,1400000US12101030407,851,609,122,16,106,0,487,242
12101030407,1400000US12101030407,829,587,122,16,106,0,465,242
12101030407,1400000US12101030407,829,587,122,16,106,0,465,242
12101030408,1400000US12101030408,999,556,52,12,40,0,504,443
12101030408,1400000US12101030408,983,548,52,12,40,0,496,435
12101030408,1400000US12101030408,983,548,52,12,40,0,496,435
12101030408,1400000US12101030408,954,548,52,12,40,0,496,406
12101030408,1400000US12101030408,954,548,52,12,40,0,496,406
12101030409,1400000US12101030409,785,457,152,45,107,0,305,328
12101030409,1400000US12101030409,785,457,152,45,107,0,305,328
12101030409,1400000US12101030409,785,457,152,45,107,0,305,328
12101030409,1400000US12101030409,770,442,152,45,107,0,290,328
12101030409,1400000US12101030409,770,442,152,45,107,0,290,328
12101030410,1400000US12101030410,666,313,51,22,29,15,247,353
12101030410,1400000US12101030410,666,313,51,22,29,15,247,353
12101030410,1400000US12101030410,666,313,51,22,29,15,247,353
12101030410,1400000US12101030410,666,313,51,22,29,15,247,353
12101030410,1400000US12101030410,666,313,51,22,29,15,247,353
12101030411,1400000US12101030411,1108,689,136,68,68,0,553,419
12101030411,1400000US12101030411,1074,655,111,43,68,0,544,419
12101030411,1400000US12101030411,1083,664,111,43,68,0,553,419
12101030411,1400000US12101030411,1072,653,111,43,68,0,542,419
12101030411,1400000US12101030411,1081,662,111,43,68,0,551,419
12101030412,1400000US12101030412,587,442,86,26,60,0,356,145
12101030412,1400000US12101030412,457,312,51,26,25,0,261,145
12101030412,1400000US12101030412,457,312,51,26,25,0,261,145
12101030412,1400000US12101030412,429,284,51,26,25,0,233,145
12101030412,1400000US12101030412,429,284,51,26,25,0,233,145
12101030501,1400000US12101030501,815,182,27,9,18,0,155,633
12101030501,1400000US12101030501,815,182,27,9,18,0,155,633
12101030501,1400000US12101030501,815,182,27,9,18,0,155,633
12101030501,1400000US12101030501,815,182,27,9,18,0,155,633
12101030501,1400000US12101030501,815,182,27,9,18,0,155,633
12101030502,1400000US12101030502,1442,817,236,38,198,0,581,625
12101030502,1400000US12101030502,1382,781,223,38,185,0,558,601
12101030502,1400000US12101030502,1403,794,236,38,198,0,558,609
12101030502,1400000US12101030502,1377,781,223,38,185,0,558,596
12101030502,1400000US12101030502,1385,781,223,38,185,0,558,604
12101030502,1400000US12101030502,404,259,120,13,107,0,139,145
12101030601,1400000US12101030601,807,477,94,31,63,0,383,330
12101030601,1400000US12101030601,757,427,94,31,63,0,333,330
12101030601,1400000US12101030601,757,427,94,31,63,0,333,330
12101030601,1400000US12101030601,734,404,94,31,63,0,310,330
12101030601,1400000US12101030601,734,404,94,31,63,0,310,330
12101030602,1400000US12101030602,722,401,139,19,120,0,262,321
12101030602,1400000US12101030602,678,357,95,19,76,0,262,321
12101030602,1400000US12101030602,678,357,95,19,76,0,262,321
12101030602,1400000US12101030602,660,339,77,19,58,0,262,321
12101030602,1400000US12101030602,660,339,77,19,58,0,262,321
12101030700,1400000US12101030700,1140,901,152,37,115,0,749,239
12101030700,1400000US12101030700,1122,893,152,37,115,0,741,229
12101030700,1400000US12101030700,1122,893,152,37,115,0,741,229
12101030700,1400000US12101030700,1048,819,144,29,115,0,675,229
12101030700,1400000US12101030700,1048,819,144,29,115,0,675,229
12101030700,1400000US12101030700,365,257,48,20,28,0,209,108
12101030700,1400000US12101030700,90,90,58,9,49,0,32,0
12101030800,1400000US12101030800,694,437,145,32,113,8,284,257
12101030800,1400000US12101030800,686,429,145,32,113,8,276,257
12101030800,1400000US12101030800,686,429,145,32,113,8,276,257
12101030800,1400000US12101030800,684,427,145,32,113,8,274,257
12101030800,1400000US12101030800,684,427,145,32,113,8,274,257
12101030901,1400000US12101030901,1039,621,163,24,139,0,458,418
12101030901,1400000US12101030901,1003,593,149,10,139,0,444,410
12101030901,1400000US12101030901,1019,601,149,10,139,0,452,418
12101030901,1400000US12101030901,997,593,149,10,139,0,444,404
12101030901,1400000US12101030901,1005,601,149,10,139,0,452,404
12101030901,1400000US12101030901,201,136,40,0,40,0,96,65
12101030901,1400000US12101030901,220,109,15,10,5,0,94,111
12101030903,1400000US12101030903,777,532,117,72,45,0,415,245
12101030903,1400000US12101030903,757,512,117,72,45,0,395,245
12101030903,1400000US12101030903,777,532,117,72,45,0,415,245
12101030903,1400000US12101030903,681,496,117,72,45,0,379,185
12101030903,1400000US12101030903,701,516,117,72,45,0,399,185
12101030904,1400000US12101030904,567,276,48,0,48,0,228,291
12101030904,1400000US12101030904,511,220,48,0,48,0,172,291
12101030904,1400000US12101030904,511,220,48,0,48,0,172,291
12101030904,1400000US12101030904,477,186,48,0,48,0,138,291
12101030904,1400000US12101030904,477,186,48,0,48,0,138,291
12101030905,1400000US12101030905,899,548,147,40,107,0,401,351
12101030905,1400000US12101030905,899,548,147,40,107,0,401,351
12101030905,1400000US12101030905,899,548,147,40,107,0,401,351
12101030905,1400000US12101030905,870,519,147,40,107,0,372,351
12101030905,1400000US12101030905,870,519,147,40,107,0,372,351
12101031003,1400000US12101031003,1752,996,160,45,115,0,836,756
12101031003,1400000US12101031003,1730,974,160,45,115,0,814,756
12101031003,1400000US12101031003,1730,974,160,45,115,0,814,756
12101031003,1400000US12101031003,1682,951,145,30,115,0,806,731
12101031003,1400000US12101031003,1682,951,145,30,115,0,806,731
12101031005,1400000US12101031005,787,387,203,35,168,8,176,400
12101031005,1400000US12101031005,745,352,191,23,168,0,161,393
12101031005,1400000US12101031005,757,364,203,35,168,0,161,393
12101031005,1400000US12101031005,700,321,180,23,157,0,141,379
12101031005,1400000US12101031005,700,321,180,23,157,0,141,379
12101031006,1400000US12101031006,369,247,96,52,44,0,151,122
12101031006,1400000US12101031006,339,247,96,52,44,0,151,92
12101031006,1400000US12101031006,339,247,96,52,44,0,151,92
12101031006,1400000US12101031006,322,247,96,52,44,0,151,75
12101031006,1400000US12101031006,322,247,96,52,44,0,151,75
12101031007,1400000US12101031007,1505,932,165,34,131,62,705,573
12101031007,1400000US12101031007,1418,845,151,34,117,62,632,573
12101031007,1400000US12101031007,1418,845,151,34,117,62,632,573
12101031007,1400000US12101031007,1342,845,151,34,117,62,632,497
12101031007,1400000US12101031007,1342,845,151,34,117,62,632,497
12101031008,1400000US12101031008,773,450,136,40,96,16,298,323
12101031008,1400000US12101031008,764,441,127,40,87,16,298,323
12101031008,1400000US12101031008,764,441,127,40,87,16,298,323
12101031008,1400000US12101031008,751,441,127,40,87,16,298,310
12101031008,1400000US12101031008,751,441,127,40,87,16,298,310
12101031008,1400000US12101031008,142,84,37,0,37,0,47,58
12101031008,1400000US12101031008,214,138,49,22,27,0,89,76
12101031009,1400000US12101031009,689,437,89,11,78,0,348,252
12101031009,1400000US12101031009,645,404,89,11,78,0,315,241
12101031009,1400000US12101031009,645,404,89,11,78,0,315,241
12101031009,1400000US12101031009,600,359,89,11,78,0,270,241
12101031009,1400000US12101031009,600,359,89,11,78,0,270,241
12101031010,1400000US12101031010,1170,681,183,19,164,0,498,489
12101031010,1400000US12101031010,1060,649,183,19,164,0,466,411
12101031010,1400000US12101031010,1060,649,183,19,164,0,466,411
12101031010,1400000US12101031010,1022,611,183,19,164,0,428,411
12101031010,1400000US12101031010,1022,611,183,19,164,0,428,411
12101031011,1400000US12101031011,933,563,83,0,83,0,480,370
12101031011,1400000US12101031011,933,563,83,0,83,0,480,370
12101031011,1400000US12101031011,933,563,83,0,83,0,480,370
12101031011,1400000US12101031011,906,536,83,0,83,0,453,370
12101031011,1400000US12101031011,906,536,83,0,83,0,453,370
12101031012,1400000US12101031012,1709,790,136,42,94,0,654,919
12101031012,1400000US12101031012,1655,763,136,42,94,0,627,892
12101031012,1400000US12101031012,1677,763,136,42,94,0,627,914
12101031012,1400000US12101031012,1605,724,136,42,94,0,588,881
12101031012,1400000US12101031012,1605,724,136,42,94,0,588,881
12101031012,1400000US12101031012,481,251,43,31,12,0,208,230
12101031013,1400000US12101031013,900,649,214,20,194,0,435,251
12101031013,1400000US12101031013,869,618,214,20,194,0,404,251
12101031013,1400000US12101031013,871,620,214,20,194,0,406,251
12101031013,1400000US12101031013,810,559,194,0,194,0,365,251
12101031013,1400000US12101031013,812,561,194,0,194,0,367,251
12101031014,1400000US12101031014,978,641,215,47,168,0,426,337
12101031014,1400000US12101031014,849,526,215,47,168,0,311,323
12101031014,1400000US12101031014,880,557,215,47,168,0,342,323
12101031014,1400000US12101031014,780,457,156,47,109,0,301,323
12101031014,1400000US12101031014,811,488,156,47,109,0,332,323
12101031101,1400000US12101031101,1457,654,63,29,34,8,583,803
12101031101,1400000US12101031101,1448,654,63,29,34,8,583,794
12101031101,1400000US12101031101,1448,654,63,29,34,8,583,794
12101031101,1400000US12101031101,1417,644,53,29,24,8,583,773
12101031101,1400000US12101031101,1417,644,53,29,24,8,583,773
12101031101,1400000US12101031101,369,151,10,10,0,0,141,218
12101031101,1400000US12101031101,261,85,0,0,0,0,85,176
12101031102,1400000US12101031102,1982,802,266,52,214,31,505,1180
12101031102,1400000US12101031102,1936,756,241,52,189,10,505,1180
12101031102,1400000US12101031102,1936,756,241,52,189,10,505,1180
12101031102,1400000US12101031102,1886,706,241,52,189,10,455,1180
12101031102,1400000US12101031102,1886,706,241,52,189,10,455,1180
12101031102,1400000US12101031102,568,273,84,28,56,0,189,295
12101031102,1400000US12101031102,288,178,71,0,71,0,107,110
12101031102,1400000US12101031102,412,162,104,38,66,0,58,250
12101031203,1400000US12101031203,1140,248,63,21,42,0,185,892
12101031203,1400000US12101031203,1086,248,63,21,42,0,185,838
12101031203,1400000US12101031203,1107,248,63,21,42,0,185,859
12101031203,1400000US12101031203,1055,217,45,21,24,0,172,838
12101031203,1400000US12101031203,1076,217,45,21,24,0,172,859
12101031204,1400000US12101031204,1061,480,103,41,62,13,364,581
12101031204,1400000US12101031204,1009,458,103,41,62,13,342,551
12101031204,1400000US12101031204,1009,458,103,41,62,13,342,551
12101031204,1400000US12101031204,980,441,103,41,62,13,325,539
12101031204,1400000US12101031204,980,441,103,41,62,13,325,539
12101031204,1400000US12101031204,273,96,10,10,0,0,86,177
12101031205,1400000US12101031205,1479,795,100,0,100,0,695,684
12101031205,1400000US12101031205,1410,742,84,0,84,0,658,668
12101031205,1400000US12101031205,1420,752,84,0,84,0,668,668
12101031205,1400000US12101031205,1393,742,84,0,84,0,658,651
12101031205,1400000US12101031205,1403,752,84,0,84,0,668,651
12101031206,1400000US12101031206,944,566,18,11,7,0,548,378
12101031206,1400000US12101031206,932,566,18,11,7,0,548,366
12101031206,1400000US12101031206,944,566,18,11,7,0,548,378
12101031206,1400000US12101031206,850,484,18,11,7,0,466,366
12101031206,1400000US12101031206,862,484,18,11,7,0,466,378
12101031207,1400000US12101031207,854,509,198,96,102,0,311,345
12101031207,1400000US12101031207,777,432,143,41,102,0,289,345
12101031207,1400000US12101031207,777,432,143,41,102,0,289,345
12101031207,1400000US12101031207,777,432,143,41,102,0,289,345
12101031207,1400000US12101031207,777,432,143,41,102,0,289,345
12101031207,1400000US12101031207,200,74,0,0,0,0,74,126
12101031208,1400000US12101031208,903,513,111,50,61,0,402,390
12101031208,1400000US12101031208,872,482,93,50,43,0,389,390
12101031208,1400000US12101031208,872,482,93,50,43,0,389,390
12101031208,1400000US12101031208,858,468,79,36,43,0,389,390
12101031208,1400000US12101031208,858,468,79,36,43,0,389,390
12101031301,1400000US12101031301,1279,506,174,27,147,0,332,773
12101031301,1400000US12101031301,1279,506,174,27,147,0,332,773
12101031301,1400000US12101031301,1279,506,174,27,147,0,332,773
12101031301,1400000US12101031301,1279,506,174,27,147,0,332,773
12101031301,1400000US12101031301,1279,506,174,27,147,0,332,773
12101031302,1400000US12101031302,1451,998,211,47,164,13,774,453
12101031302,1400000US12101031302,1371,918,211,47,164,13,694,453
12101031302,1400000US12101031302,1371,918,211,47,164,13,694,453
12101031302,1400000US12101031302,1311,858,169,40,129,13,676,453
12101031302,1400000US12101031302,1311,858,169,40,129,13,676,453
12101031302,1400000US12101031302,379,234,51,13,38,13,170,145
12101031302,1400000US12101031302,258,201,36,17,19,0,165,57
12101031401,1400000US12101031401,597,424,124,48,76,9,291,173
12101031401,1400000US12101031401,585,412,124,48,76,9,279,173
12101031401,1400000US12101031401,585,412,124,48,76,9,279,173
12101031401,1400000US12101031401,558,385,113,37,76,9,263,173
12101031401,1400000US12101031401,558,385,113,37,76,9,263,173
12101031401,1400000US12101031401,92,70,24,14,10,0,46,22
12101031404,1400000US12101031404,1286,899,225,65,160,0,674,387
12101031404,1400000US12101031404,1203,816,225,65,160,0,591,387
12101031404,1400000US12101031404,1230,843,225,65,160,0,618,387
